actions,blocked_time_s,charge_trips,condition_percent,decision_ms,delivered_by_section,delivered_units,distance_m,end_battery_percent,energy_wh,lost_by_section,lost_units,min_battery_percent,policy,produced_units,scenario,score,seed,shift_s,split,violation_count,violations,wh_per_unit
22,"{'A': 1769.3, 'B': 2238.9, 'C': 1949.7}",2,99.97,0.0,"{'A': 17, 'B': 17, 'C': 4}",38,204.4,95.0,3.367,"{'A': 19.66, 'B': 37.31, 'C': 5.42}",62.39,48.1,rule,45,heavy_load,-26.07,5002,3600.2,unseen,0,,0.0886
22,"{'A': 1911.9, 'B': 1237.8, 'C': 2007.9}",2,99.97,0.0,"{'A': 14, 'B': 21, 'C': 4}",39,208.4,95.1,3.347,"{'A': 21.24, 'B': 20.63, 'C': 5.58}",47.45,48.1,rule,44,heavy_load,-10.13,5003,3600.3,unseen,0,,0.0858
23,"{'A': 2208.9, 'B': 2213.8, 'C': 1587.6}",1,99.97,0.0,"{'A': 14, 'B': 20, 'C': 4}",38,213.0,93.1,3.469,"{'A': 24.54, 'B': 36.9, 'C': 4.41}",65.85,42.6,rule,44,heavy_load,-29.58,5004,3600.1,unseen,0,,0.0913
21,"{'A': 2070.6, 'B': 2049.5, 'C': 1221.6}",1,99.97,0.0,"{'A': 11, 'B': 20, 'C': 3}",34,203.8,95.5,3.383,"{'A': 23.01, 'B': 34.16, 'C': 3.39}",60.56,37.5,rule,47,heavy_load,-28.25,5005,3600.6,unseen,0,,0.0995
21,"{'A': 1881.1, 'B': 2250.1, 'C': 1913.7}",2,99.97,0.0,"{'A': 19, 'B': 17, 'C': 3}",39,185.9,98.6,3.032,"{'A': 20.9, 'B': 37.5, 'C': 5.32}",63.72,48.1,rule,45,heavy_load,-26.23,5006,3600.7,unseen,0,,0.0777
38,"{'A': 1123.1, 'B': 1109.9, 'C': 896.7}",1,99.93,0.0,"{'A': 22, 'B': 36, 'C': 6}",64,403.7,55.7,6.75,"{'A': 12.48, 'B': 18.5, 'C': 2.49}",33.47,22.2,rule,77,heavy_load,27.16,5007,3600.1,unseen,0,,0.1055
20,"{'A': 2265.0, 'B': 2079.8, 'C': 2134.2}",1,99.97,0.0,"{'A': 10, 'B': 19, 'C': 2}",31,181.2,99.8,2.913,"{'A': 25.17, 'B': 34.66, 'C': 5.93}",65.76,39.6,rule,44,heavy_load,-36.22,5008,3600.7,unseen,0,,0.094
24,"{'A': 1837.9, 'B': 2079.1, 'C': 1678.3}",3,99.96,0.0,"{'A': 18, 'B': 24, 'C': 4}",46,214.9,93.5,3.508,"{'A': 20.42, 'B': 34.65, 'C': 4.66}",59.73,49.7,rule,49,heavy_load,-15.49,5009,3600.9,unseen,0,,0.0763
32,"{'A': 369.3, 'B': 1465.7, 'C': 1318.0}",1,99.95,0.0,"{'A': 18, 'B': 29, 'C': 4}",51,318.0,71.5,5.214,"{'A': 4.1, 'B': 24.43, 'C': 3.66}",32.19,27.7,rule,64,heavy_load,16.2,5010,3600.4,unseen,0,,0.1022
28,"{'A': 1865.4, 'B': 1996.4, 'C': 1720.5}",1,99.96,0.0,"{'A': 16, 'B': 25, 'C': 5}",46,267.0,82.0,4.377,"{'A': 20.73, 'B': 33.27, 'C': 4.78}",58.78,49.6,rule,51,heavy_load,-14.97,5011,3600.6,unseen,0,,0.0951
25,"{'A': 1836.6, 'B': 2211.7, 'C': 2086.2}",1,99.96,0.0,"{'A': 17, 'B': 20, 'C': 4}",41,233.9,89.5,3.794,"{'A': 20.41, 'B': 36.86, 'C': 5.79}",63.06,46.1,rule,46,heavy_load,-23.96,5012,3600.7,unseen,0,,0.0925
22,"{'A': 1788.8, 'B': 2321.2, 'C': 2148.0}",2,99.97,0.0,"{'A': 17, 'B': 15, 'C': 4}",36,204.4,94.9,3.374,"{'A': 19.88, 'B': 38.69, 'C': 5.97}",64.53,48.1,rule,43,heavy_load,-30.22,5013,3600.2,unseen,0,,0.0937
22,"{'A': 1861.2, 'B': 2197.4, 'C': 2000.7}",2,99.97,0.0,"{'A': 15, 'B': 21, 'C': 4}",40,208.4,95.1,3.353,"{'A': 20.68, 'B': 36.62, 'C': 5.56}",62.86,48.1,rule,48,heavy_load,-24.54,5014,3600.3,unseen,0,,0.0838
22,"{'A': 1899.9, 'B': 1965.6, 'C': 751.1}",3,99.97,0.0,"{'A': 15, 'B': 25, 'C': 3}",43,196.8,96.7,3.211,"{'A': 21.11, 'B': 32.76, 'C': 2.09}",55.96,49.6,rule,49,heavy_load,-14.56,5015,3600.7,unseen,0,,0.0747
21,"{'A': 2025.5, 'B': 2304.5, 'C': 1776.0}",2,99.97,0.0,"{'A': 14, 'B': 25, 'C': 3}",42,191.0,98.5,3.045,"{'A': 22.51, 'B': 38.41, 'C': 4.93}",65.85,46.1,rule,46,heavy_load,-25.37,5016,3600.7,unseen,0,,0.0725
28,"{'A': 1891.5, 'B': 1975.4, 'C': 1815.4}",1,99.96,0.0,"{'A': 19, 'B': 25, 'C': 4}",48,257.1,83.9,4.26,"{'A': 21.02, 'B': 32.92, 'C': 5.04}",58.98,49.6,rule,52,heavy_load,-13.11,5017,3600.3,unseen,0,,0.0887
28,"{'A': 1583.2, 'B': 1646.5, 'C': 1471.0}",1,99.95,0.0,"{'A': 18, 'B': 26, 'C': 3}",47,304.8,76.6,5.064,"{'A': 17.59, 'B': 27.44, 'C': 4.09}",49.12,29.9,rule,60,heavy_load,-4.65,5018,3600.5,unseen,0,,0.1077
23,"{'A': 1933.6, 'B': 2103.1, 'C': 1869.2}",2,99.97,0.0,"{'A': 18, 'B': 23, 'C': 4}",45,210.3,94.6,3.445,"{'A': 21.48, 'B': 35.05, 'C': 5.19}",61.73,49.6,rule,47,heavy_load,-18.45,5019,3600.3,unseen,0,,0.0766
23,"{'A': 1825.2, 'B': 2293.1, 'C': 1847.6}",2,99.97,0.0,"{'A': 18, 'B': 15, 'C': 4}",37,212.7,94.4,3.477,"{'A': 20.28, 'B': 38.22, 'C': 5.13}",63.63,49.7,rule,45,heavy_load,-28.37,5020,3600.4,unseen,0,,0.094
23,"{'A': 2024.0, 'B': 1949.0, 'C': 1826.4}",1,99.96,0.0,"{'A': 13, 'B': 22, 'C': 3}",38,231.7,89.7,3.805,"{'A': 22.49, 'B': 32.48, 'C': 5.07}",60.05,34.1,rule,51,heavy_load,-23.95,5021,3601.0,unseen,0,,0.1001
23,"{'A': 1760.7, 'B': 2284.0, 'C': 1988.0}",2,99.97,0.0,"{'A': 18, 'B': 15, 'C': 4}",37,212.7,94.4,3.477,"{'A': 19.56, 'B': 38.07, 'C': 5.52}",63.15,49.7,rule,46,heavy_load,-27.89,5022,3600.4,unseen,0,,0.094
21,"{'A': 1887.8, 'B': 2285.3, 'C': 1966.1}",2,99.97,0.0,"{'A': 19, 'B': 16, 'C': 3}",38,185.9,98.6,3.013,"{'A': 20.98, 'B': 38.09, 'C': 5.46}",64.53,48.1,rule,45,heavy_load,-28.03,5023,3600.7,unseen,0,,0.0793
22,"{'A': 2036.5, 'B': 2190.8, 'C': 1681.9}",2,99.97,0.0,"{'A': 16, 'B': 18, 'C': 5}",39,191.7,96.3,3.23,"{'A': 22.63, 'B': 36.51, 'C': 4.67}",63.81,49.6,rule,45,heavy_load,-26.43,5024,3600.5,unseen,0,,0.0828
34,"{'A': 1370.7, 'B': 1249.2, 'C': 1339.4}",1,99.94,0.0,"{'A': 19, 'B': 31, 'C': 5}",55,334.5,68.0,5.619,"{'A': 15.23, 'B': 20.82, 'C': 3.72}",39.77,27.3,rule,68,heavy_load,12.42,5025,3600.7,unseen,0,,0.1022
23,"{'A': 2114.6, 'B': 2298.6, 'C': 2175.9}",1,99.97,0.0,"{'A': 16, 'B': 21, 'C': 3}",40,212.5,92.6,3.452,"{'A': 23.5, 'B': 38.31, 'C': 6.04}",67.85,43.2,rule,42,heavy_load,-29.58,5026,3600.0,unseen,0,,0.0863
23,"{'A': 918.4, 'B': 2084.3, 'C': 1770.4}",2,99.97,0.0,"{'A': 16, 'B': 25, 'C': 3}",44,192.7,96.5,3.194,"{'A': 10.2, 'B': 34.74, 'C': 4.92}",49.86,50.0,rule,46,heavy_load,-7.46,5027,3600.1,unseen,0,,0.0726
23,"{'A': 1971.5, 'B': 2158.5, 'C': 1884.4}",2,99.97,0.0,"{'A': 20, 'B': 21, 'C': 4}",45,214.2,94.4,3.476,"{'A': 21.91, 'B': 35.98, 'C': 5.23}",63.12,49.7,rule,46,heavy_load,-19.85,5028,3600.2,unseen,0,,0.0772
27,"{'A': 949.6, 'B': 2042.5, 'C': 1906.0}",2,99.96,0.0,"{'A': 17, 'B': 26, 'C': 4}",47,233.2,88.1,3.829,"{'A': 10.55, 'B': 34.04, 'C': 5.29}",49.89,47.4,rule,46,heavy_load,-4.8,5029,3600.8,unseen,0,,0.0815
44,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 18, 'B': 27, 'C': 3}",48,453.4,97.7,7.017,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.5,rule,53,heavy_parts,44.49,5000,3600.4,unseen,0,,0.1462
47,"{'A': 0.0, 'B': 9.5, 'C': 0.0}",7,99.93,0.0,"{'A': 19, 'B': 32, 'C': 4}",55,444.7,98.7,6.771,"{'A': 0.0, 'B': 0.08, 'C': 0.0}",0.08,92.0,rule,54,heavy_parts,51.54,5001,3600.2,unseen,0,,0.1231
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 19, 'B': 29, 'C': 4}",52,441.0,97.4,6.95,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.9,rule,55,heavy_parts,48.53,5002,3600.9,unseen,0,,0.1337
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 19, 'B': 20, 'C': 4}",43,422.7,96.8,6.531,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,89.8,rule,47,heavy_parts,39.73,5003,3600.9,unseen,0,,0.1519
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 19, 'B': 29, 'C': 4}",52,458.9,96.5,7.042,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.9,rule,52,heavy_parts,48.48,5004,3600.7,unseen,0,,0.1354
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 19, 'B': 32, 'C': 4}",55,443.4,96.3,6.936,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.2,rule,55,heavy_parts,51.53,5005,3600.8,unseen,0,,0.1261
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 18, 'B': 31, 'C': 4}",53,465.3,97.5,7.062,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.6,rule,52,heavy_parts,49.47,5006,3601.0,unseen,0,,0.1332
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 19, 'B': 31, 'C': 4}",54,467.9,93.0,7.256,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.0,rule,52,heavy_parts,50.37,5007,3600.8,unseen,0,,0.1344
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 20, 'B': 28, 'C': 4}",52,438.6,96.9,6.903,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.6,rule,54,heavy_parts,48.55,5008,3600.5,unseen,0,,0.1327
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.93,0.0,"{'A': 20, 'B': 29, 'C': 4}",53,443.5,98.3,6.861,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.9,rule,54,heavy_parts,49.57,5009,3600.1,unseen,0,,0.1295
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.94,0.0,"{'A': 14, 'B': 28, 'C': 5}",47,406.4,100.0,6.307,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.5,rule,46,heavy_parts,43.85,5010,3600.1,unseen,0,,0.1342
45,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 17, 'B': 27, 'C': 4}",48,448.2,98.3,6.942,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.8,rule,52,heavy_parts,44.53,5011,3600.3,unseen,0,,0.1446
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 21, 'B': 28, 'C': 4}",53,433.5,97.8,6.802,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.1,rule,52,heavy_parts,49.6,5012,3600.5,unseen,0,,0.1283
44,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 18, 'B': 31, 'C': 4}",53,459.3,97.0,7.215,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.1,rule,54,heavy_parts,49.39,5013,3600.6,unseen,0,,0.1361
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 19, 'B': 29, 'C': 4}",52,463.9,95.7,7.157,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.2,rule,54,heavy_parts,48.42,5014,3600.4,unseen,0,,0.1376
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 19, 'B': 32, 'C': 3}",54,454.5,96.8,7.038,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.0,rule,53,heavy_parts,50.48,5015,3600.4,unseen,0,,0.1303
45,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 19, 'B': 27, 'C': 4}",50,434.5,99.5,6.717,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.3,rule,51,heavy_parts,46.64,5016,3600.1,unseen,0,,0.1343
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 20, 'B': 28, 'C': 5}",53,464.6,94.5,7.225,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.2,rule,52,heavy_parts,49.39,5017,3600.4,unseen,0,,0.1363
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 18, 'B': 28, 'C': 4}",50,446.6,95.8,6.898,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.8,rule,51,heavy_parts,46.55,5018,3600.2,unseen,0,,0.138
45,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 18, 'B': 30, 'C': 4}",52,432.6,98.4,6.824,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.2,rule,53,heavy_parts,48.59,5019,3600.2,unseen,0,,0.1312
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 18, 'B': 29, 'C': 5}",52,437.3,97.8,6.863,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.5,rule,54,heavy_parts,48.57,5020,3600.3,unseen,0,,0.132
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.93,0.0,"{'A': 20, 'B': 28, 'C': 4}",52,450.4,98.0,6.836,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.9,rule,52,heavy_parts,48.58,5021,3600.8,unseen,0,,0.1315
45,"{'A': 0.0, 'B': 79.0, 'C': 0.0}",5,99.93,0.0,"{'A': 20, 'B': 29, 'C': 5}",54,433.5,96.4,6.941,"{'A': 0.0, 'B': 0.66, 'C': 0.0}",0.66,90.5,rule,54,heavy_parts,49.87,5022,3600.6,unseen,0,,0.1285
45,"{'A': 0.0, 'B': 35.9, 'C': 0.0}",6,99.93,0.0,"{'A': 18, 'B': 27, 'C': 4}",49,443.3,99.1,6.862,"{'A': 0.0, 'B': 0.3, 'C': 0.0}",0.3,92.8,rule,53,heavy_parts,45.27,5023,3600.6,unseen,0,,0.14
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 19, 'B': 28, 'C': 4}",51,444.6,98.2,6.875,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.5,rule,53,heavy_parts,47.56,5024,3600.9,unseen,0,,0.1348
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,0.0,"{'A': 18, 'B': 28, 'C': 5}",51,455.2,93.6,7.259,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.5,rule,53,heavy_parts,47.37,5025,3600.2,unseen,0,,0.1423
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 20, 'B': 28, 'C': 5}",53,448.5,97.9,7.014,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.5,rule,55,heavy_parts,49.49,5026,3600.1,unseen,0,,0.1323
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.94,0.0,"{'A': 11, 'B': 29, 'C': 5}",45,399.4,97.2,6.103,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.6,rule,48,heavy_parts,41.95,5027,3601.0,unseen,0,,0.1356
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 19, 'B': 29, 'C': 4}",52,437.4,97.6,6.779,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.5,rule,53,heavy_parts,48.61,5028,3600.6,unseen,0,,0.1304
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 12, 'B': 30, 'C': 5}",47,429.6,98.1,6.627,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.1,rule,48,heavy_parts,43.69,5029,3600.5,unseen,0,,0.141
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 36, 'B': 59, 'C': 8}",103,450.3,94.7,7.085,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.9,rule,107,high_demand,99.46,5000,3600.6,seen,0,,0.0688
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.92,0.0,"{'A': 40, 'B': 60, 'C': 8}",108,484.9,91.8,7.585,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.3,rule,109,high_demand,104.21,5001,3600.4,seen,0,,0.0702
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,0.0,"{'A': 40, 'B': 59, 'C': 9}",108,471.6,91.7,7.424,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,91.7,rule,109,high_demand,104.29,5002,3600.4,seen,0,,0.0687
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",9,99.93,0.0,"{'A': 37, 'B': 40, 'C': 8}",85,441.2,98.6,6.673,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.5,rule,95,high_demand,81.66,5003,3600.3,seen,0,,0.0785
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 38, 'B': 59, 'C': 8}",105,445.0,97.0,7.021,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.3,rule,106,high_demand,101.49,5004,3600.0,seen,0,,0.0669
44,"{'A': 0.0, 'B': 57.9, 'C': 0.0}",6,99.93,0.0,"{'A': 38, 'B': 59, 'C': 6}",103,443.2,97.9,6.95,"{'A': 0.0, 'B': 0.97, 'C': 0.0}",0.97,91.3,rule,110,high_demand,98.56,5005,3600.4,seen,0,,0.0675
45,"{'A': 51.8, 'B': 78.6, 'C': 0.0}",5,99.93,0.0,"{'A': 40, 'B': 52, 'C': 8}",100,467.9,94.0,7.34,"{'A': 0.58, 'B': 1.31, 'C': 0.0}",1.89,91.2,rule,108,high_demand,94.44,5006,3600.8,seen,0,,0.0734
46,"{'A': 0.0, 'B': 93.2, 'C': 86.9}",4,99.93,0.0,"{'A': 38, 'B': 59, 'C': 7}",104,447.4,95.3,7.141,"{'A': 0.0, 'B': 1.55, 'C': 0.24}",1.79,91.8,rule,107,high_demand,98.64,5007,3600.1,seen,0,,0.0687
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 36, 'B': 52, 'C': 8}",96,452.7,98.0,6.948,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.7,rule,106,high_demand,92.53,5008,3600.9,seen,0,,0.0724
44,"{'A': 0.0, 'B': 96.9, 'C': 0.0}",5,99.93,0.0,"{'A': 37, 'B': 54, 'C': 7}",98,439.6,97.4,6.952,"{'A': 0.0, 'B': 1.62, 'C': 0.0}",1.62,89.4,rule,107,high_demand,92.91,5009,3600.3,seen,0,,0.0709
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 25, 'B': 58, 'C': 10}",93,434.0,98.5,6.784,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.6,rule,96,high_demand,89.61,5010,3600.8,seen,0,,0.073
46,"{'A': 0.0, 'B': 72.4, 'C': 81.9}",6,99.93,0.0,"{'A': 35, 'B': 58, 'C': 6}",99,461.3,95.7,7.193,"{'A': 0.0, 'B': 1.21, 'C': 0.23}",1.43,90.1,rule,108,high_demand,93.97,5011,3600.9,seen,0,,0.0727
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,0.0,"{'A': 38, 'B': 54, 'C': 9}",101,434.3,95.2,7.036,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.0,rule,110,high_demand,97.48,5012,3600.7,seen,0,,0.0697
46,"{'A': 45.8, 'B': 30.0, 'C': 0.0}",4,99.92,0.0,"{'A': 39, 'B': 59, 'C': 9}",107,477.5,91.5,7.592,"{'A': 0.51, 'B': 0.5, 'C': 0.0}",1.01,91.3,rule,108,high_demand,102.2,5013,3600.4,seen,0,,0.071
47,"{'A': 0.0, 'B': 0.0, 'C': 29.5}",6,99.93,0.0,"{'A': 38, 'B': 57, 'C': 10}",105,456.9,94.9,7.272,"{'A': 0.0, 'B': 0.0, 'C': 0.08}",0.08,93.4,rule,111,high_demand,101.28,5014,3600.4,seen,0,,0.0693
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 38, 'B': 55, 'C': 6}",99,467.9,97.2,7.07,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.5,rule,104,high_demand,95.46,5015,3600.6,seen,0,,0.0714
46,"{'A': 0.0, 'B': 26.3, 'C': 55.1}",5,99.93,0.0,"{'A': 34, 'B': 56, 'C': 9}",99,469.9,93.4,7.434,"{'A': 0.0, 'B': 0.44, 'C': 0.15}",0.59,91.2,rule,109,high_demand,94.69,5016,3601.0,seen,0,,0.0751
47,"{'A': 0.0, 'B': 0.0, 'C': 143.1}",5,99.93,0.0,"{'A': 37, 'B': 54, 'C': 9}",100,464.6,93.6,7.305,"{'A': 0.0, 'B': 0.0, 'C': 0.4}",0.4,91.9,rule,109,high_demand,95.95,5017,3600.2,seen,0,,0.0731
47,"{'A': 0.0, 'B': 51.0, 'C': 0.0}",5,99.93,0.0,"{'A': 36, 'B': 61, 'C': 8}",105,469.0,92.0,7.42,"{'A': 0.0, 'B': 0.85, 'C': 0.0}",0.85,91.2,rule,110,high_demand,100.44,5018,3600.6,seen,0,,0.0707
45,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 37, 'B': 53, 'C': 8}",98,428.7,99.8,6.734,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.2,rule,107,high_demand,94.63,5019,3600.3,seen,0,,0.0687
45,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 38, 'B': 53, 'C': 8}",99,434.4,99.0,6.843,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.4,rule,107,high_demand,95.58,5020,3600.9,seen,0,,0.0691
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 38, 'B': 60, 'C': 8}",106,448.3,97.6,6.954,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.6,rule,106,high_demand,102.52,5021,3600.4,seen,0,,0.0656
45,"{'A': 0.0, 'B': 83.7, 'C': 56.2}",5,99.93,0.0,"{'A': 34, 'B': 57, 'C': 9}",100,460.4,93.9,7.315,"{'A': 0.0, 'B': 1.39, 'C': 0.16}",1.55,91.3,rule,106,high_demand,94.79,5022,3600.4,seen,0,,0.0731
46,"{'A': 0.0, 'B': 95.4, 'C': 0.0}",5,99.93,0.0,"{'A': 38, 'B': 55, 'C': 8}",101,472.2,93.4,7.408,"{'A': 0.0, 'B': 1.59, 'C': 0.0}",1.59,91.6,rule,107,high_demand,95.71,5023,3600.8,seen,0,,0.0733
45,"{'A': 0.0, 'B': 69.4, 'C': 101.8}",6,99.93,0.0,"{'A': 37, 'B': 57, 'C': 8}",102,473.0,93.8,7.463,"{'A': 0.0, 'B': 1.16, 'C': 0.28}",1.44,91.0,rule,108,high_demand,96.83,5024,3600.8,seen,0,,0.0732
45,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,0.0,"{'A': 35, 'B': 55, 'C': 8}",98,447.0,97.8,6.928,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.7,rule,108,high_demand,94.54,5025,3600.1,seen,0,,0.0707
44,"{'A': 0.0, 'B': 64.6, 'C': 0.0}",5,99.93,0.0,"{'A': 38, 'B': 52, 'C': 7}",97,458.7,96.2,7.293,"{'A': 0.0, 'B': 1.08, 'C': 0.0}",1.08,89.3,rule,108,high_demand,92.28,5026,3600.2,seen,0,,0.0752
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.94,0.0,"{'A': 21, 'B': 56, 'C': 8}",85,410.0,99.7,6.21,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.7,rule,97,high_demand,81.89,5027,3600.2,seen,0,,0.0731
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.0,"{'A': 38, 'B': 57, 'C': 8}",103,457.0,93.9,7.18,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.0,rule,107,high_demand,99.41,5028,3600.8,seen,0,,0.0697
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,0.0,"{'A': 25, 'B': 60, 'C': 8}",93,438.8,97.3,6.676,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,94.5,rule,97,high_demand,89.66,5029,3600.0,seen,0,,0.0718
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",10,99.95,0.0,"{'A': 18, 'B': 31, 'C': 4}",53,372.5,97.7,5.428,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.9,rule,55,hot_factory,50.29,5000,3600.2,unseen,0,,0.1024
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",12,99.95,0.0,"{'A': 18, 'B': 30, 'C': 4}",52,366.6,98.5,5.306,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,96.9,rule,50,hot_factory,49.35,5001,3601.0,unseen,0,,0.102
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",11,99.95,0.0,"{'A': 18, 'B': 29, 'C': 4}",51,374.9,100.0,5.446,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.5,rule,53,hot_factory,48.28,5002,3600.3,unseen,0,,0.1068
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.96,0.0,"{'A': 20, 'B': 21, 'C': 4}",45,295.5,99.3,4.361,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,96.8,rule,46,hot_factory,42.82,5003,3600.8,unseen,0,,0.0969
